# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-09-03 16:49:45 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09506000 VERDE RIVER NEAR CAMP VERDE, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09506000
#            TS   parameter     Description
#          6767       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	6767_00060	6767_00060_cd
USGS	09506000	2020-01-14 02:45	MST	242	A
USGS	09506000	2020-01-14 03:00	MST	240	A
USGS	09506000	2020-01-14 03:15	MST	240	A
USGS	09506000	2020-01-14 03:30	MST	240	A
USGS	09506000	2020-01-14 03:45	MST	240	A
USGS	09506000	2020-01-14 04:00	MST	240	A
USGS	09506000	2020-01-14 04:15	MST	240	A
USGS	09506000	2020-01-14 04:30	MST	240	A
USGS	09506000	2020-01-14 04:45	MST	240	A
USGS	09506000	2020-01-14 05:00	MST	238	A
USGS	09506000	2020-01-14 05:15	MST	238	A
USGS	09506000	2020-01-14 05:30	MST	238	A
USGS	09506000	2020-01-14 05:45	MST	238	A
USGS	09506000	2020-01-14 06:00	MST	238	A
USGS	09506000	2020-01-14 06:15	MST	238	A
USGS	09506000	2020-01-14 06:30	MST	238	A
USGS	09506000	2020-01-14 06:45	MST	238	A
USGS	09506000	2020-01-14 07:00	MST	238	A
USGS	09506000	2020-01-14 07:15	MST	238	A
USGS	09506000	2020-01-14 07:30	MST	238	A
USGS	09506000	2020-01-14 07:45	MST	238	A
USGS	09506000	2020-01-14 08:00	MST	238	A
USGS	09506000	2020-01-14 08:15	MST	238	A
USGS	09506000	2020-01-14 08:30	MST	238	A
USGS	09506000	2020-01-14 08:45	MST	238	A
USGS	09506000	2020-01-14 09:00	MST	238	A
USGS	09506000	2020-01-14 09:15	MST	238	A
USGS	09506000	2020-01-14 09:30	MST	238	A
USGS	09506000	2020-01-14 09:45	MST	238	A
USGS	09506000	2020-01-14 10:00	MST	238	A
USGS	09506000	2020-01-14 10:15	MST	238	A
USGS	09506000	2020-01-14 10:30	MST	238	A
USGS	09506000	2020-01-14 10:45	MST	238	A
USGS	09506000	2020-01-14 11:00	MST	238	A
USGS	09506000	2020-01-14 11:15	MST	238	A
USGS	09506000	2020-01-14 11:30	MST	238	A
USGS	09506000	2020-01-14 11:45	MST	238	A
USGS	09506000	2020-01-14 12:00	MST	238	A
USGS	09506000	2020-01-14 12:15	MST	238	A
USGS	09506000	2020-01-14 12:30	MST	238	A
USGS	09506000	2020-01-14 12:45	MST	238	A
USGS	09506000	2020-01-14 13:00	MST	238	A
USGS	09506000	2020-01-14 13:15	MST	238	A
USGS	09506000	2020-01-14 13:30	MST	238	A
USGS	09506000	2020-01-14 13:45	MST	238	A
USGS	09506000	2020-01-14 14:00	MST	238	A
USGS	09506000	2020-01-14 14:15	MST	238	A
USGS	09506000	2020-01-14 14:30	MST	238	A
USGS	09506000	2020-01-14 14:45	MST	238	A
USGS	09506000	2020-01-14 15:00	MST	236	A
USGS	09506000	2020-01-14 15:15	MST	240	A
USGS	09506000	2020-01-14 15:30	MST	238	A
USGS	09506000	2020-01-14 15:45	MST	238	A
USGS	09506000	2020-01-14 16:00	MST	238	A
USGS	09506000	2020-01-14 16:15	MST	238	A
USGS	09506000	2020-01-14 16:30	MST	238	A
USGS	09506000	2020-01-14 16:45	MST	236	A
USGS	09506000	2020-01-14 17:00	MST	238	A
USGS	09506000	2020-01-14 17:15	MST	238	A
USGS	09506000	2020-01-14 17:30	MST	238	A
USGS	09506000	2020-01-14 17:45	MST	236	A
USGS	09506000	2020-01-14 18:00	MST	238	A
USGS	09506000	2020-01-14 18:15	MST	236	A
USGS	09506000	2020-01-14 18:30	MST	238	A
USGS	09506000	2020-01-14 18:45	MST	236	A
USGS	09506000	2020-01-14 19:00	MST	238	A
USGS	09506000	2020-01-14 19:15	MST	238	A
USGS	09506000	2020-01-14 19:30	MST	236	A
USGS	09506000	2020-01-14 19:45	MST	236	A
USGS	09506000	2020-01-14 20:00	MST	238	A
USGS	09506000	2020-01-14 20:15	MST	238	A
USGS	09506000	2020-01-14 20:30	MST	238	A
USGS	09506000	2020-01-14 20:45	MST	236	A
USGS	09506000	2020-01-14 21:00	MST	236	A
USGS	09506000	2020-01-14 21:15	MST	234	A
USGS	09506000	2020-01-14 21:30	MST	234	A
USGS	09506000	2020-01-14 21:45	MST	234	A
USGS	09506000	2020-01-14 22:00	MST	234	A
USGS	09506000	2020-01-14 22:15	MST	234	A
USGS	09506000	2020-01-14 22:30	MST	234	A
USGS	09506000	2020-01-14 22:45	MST	234	A
USGS	09506000	2020-01-14 23:00	MST	234	A
USGS	09506000	2020-01-14 23:15	MST	234	A
USGS	09506000	2020-01-14 23:30	MST	234	A
USGS	09506000	2020-01-14 23:45	MST	234	A
USGS	09506000	2020-01-15 00:00	MST	234	A
USGS	09506000	2020-01-15 00:15	MST	234	A
USGS	09506000	2020-01-15 00:30	MST	234	A
USGS	09506000	2020-01-15 00:45	MST	234	A
USGS	09506000	2020-01-15 01:00	MST	234	A
USGS	09506000	2020-01-15 01:15	MST	234	A
USGS	09506000	2020-01-15 01:30	MST	234	A
USGS	09506000	2020-01-15 01:45	MST	234	A
USGS	09506000	2020-01-15 02:00	MST	234	A
USGS	09506000	2020-01-15 02:15	MST	234	A
USGS	09506000	2020-01-15 02:30	MST	234	A
USGS	09506000	2020-01-15 02:45	MST	234	A
USGS	09506000	2020-01-15 03:00	MST	232	A
USGS	09506000	2020-01-15 03:15	MST	232	A
USGS	09506000	2020-01-15 03:30	MST	232	A
USGS	09506000	2020-01-15 03:45	MST	232	A
USGS	09506000	2020-01-15 04:00	MST	232	A
USGS	09506000	2020-01-15 04:15	MST	232	A
USGS	09506000	2020-01-15 04:30	MST	232	A
USGS	09506000	2020-01-15 04:45	MST	232	A
USGS	09506000	2020-01-15 05:00	MST	232	A
USGS	09506000	2020-01-15 05:15	MST	232	A
USGS	09506000	2020-01-15 05:30	MST	232	A
USGS	09506000	2020-01-15 05:45	MST	232	A
USGS	09506000	2020-01-15 06:00	MST	232	A
USGS	09506000	2020-01-15 06:15	MST	232	A
USGS	09506000	2020-01-15 06:30	MST	232	A
USGS	09506000	2020-01-15 06:45	MST	232	A
USGS	09506000	2020-01-15 07:00	MST	230	A
USGS	09506000	2020-01-15 07:15	MST	232	A
USGS	09506000	2020-01-15 07:30	MST	232	A
USGS	09506000	2020-01-15 07:45	MST	232	A
USGS	09506000	2020-01-15 08:00	MST	232	A
USGS	09506000	2020-01-15 08:15	MST	232	A
USGS	09506000	2020-01-15 08:30	MST	232	A
USGS	09506000	2020-01-15 08:45	MST	230	A
USGS	09506000	2020-01-15 09:00	MST	232	A
USGS	09506000	2020-01-15 09:15	MST	232	A
USGS	09506000	2020-01-15 09:30	MST	232	A
USGS	09506000	2020-01-15 09:45	MST	232	A
USGS	09506000	2020-01-15 10:00	MST	230	A
USGS	09506000	2020-01-15 10:15	MST	232	A
USGS	09506000	2020-01-15 10:30	MST	232	A
USGS	09506000	2020-01-15 10:45	MST	232	A
USGS	09506000	2020-01-15 11:00	MST	232	A
USGS	09506000	2020-01-15 11:15	MST	232	A
USGS	09506000	2020-01-15 11:30	MST	232	A
USGS	09506000	2020-01-15 11:45	MST	232	A
USGS	09506000	2020-01-15 12:00	MST	232	A
USGS	09506000	2020-01-15 12:15	MST	232	A
USGS	09506000	2020-01-15 12:30	MST	232	A
USGS	09506000	2020-01-15 12:45	MST	232	A
USGS	09506000	2020-01-15 13:00	MST	232	A
USGS	09506000	2020-01-15 13:15	MST	232	A
USGS	09506000	2020-01-15 13:30	MST	232	A
USGS	09506000	2020-01-15 13:45	MST	232	A
USGS	09506000	2020-01-15 14:00	MST	232	A
USGS	09506000	2020-01-15 14:15	MST	232	A
USGS	09506000	2020-01-15 14:30	MST	232	A
USGS	09506000	2020-01-15 14:45	MST	232	A
USGS	09506000	2020-01-15 15:00	MST	232	A
USGS	09506000	2020-01-15 15:15	MST	230	A
USGS	09506000	2020-01-15 15:30	MST	232	A
USGS	09506000	2020-01-15 15:45	MST	230	A
USGS	09506000	2020-01-15 16:00	MST	230	A
USGS	09506000	2020-01-15 16:15	MST	230	A
USGS	09506000	2020-01-15 16:30	MST	230	A
USGS	09506000	2020-01-15 16:45	MST	230	A
USGS	09506000	2020-01-15 17:00	MST	230	A
USGS	09506000	2020-01-15 17:15	MST	230	A
USGS	09506000	2020-01-15 17:30	MST	230	A
USGS	09506000	2020-01-15 17:45	MST	230	A
USGS	09506000	2020-01-15 18:00	MST	230	A
USGS	09506000	2020-01-15 18:15	MST	230	A
USGS	09506000	2020-01-15 18:30	MST	230	A
USGS	09506000	2020-01-15 18:45	MST	230	A
USGS	09506000	2020-01-15 19:00	MST	230	A
USGS	09506000	2020-01-15 19:15	MST	230	A
USGS	09506000	2020-01-15 19:30	MST	230	A
USGS	09506000	2020-01-15 19:45	MST	230	A
USGS	09506000	2020-01-15 20:00	MST	230	A
USGS	09506000	2020-01-15 20:15	MST	230	A
USGS	09506000	2020-01-15 20:30	MST	230	A
USGS	09506000	2020-01-15 20:45	MST	230	A
USGS	09506000	2020-01-15 21:00	MST	230	A
USGS	09506000	2020-01-15 21:15	MST	230	A
USGS	09506000	2020-01-15 21:30	MST	230	A
USGS	09506000	2020-01-15 21:45	MST	230	A
USGS	09506000	2020-01-15 22:00	MST	230	A
USGS	09506000	2020-01-15 22:15	MST	230	A
USGS	09506000	2020-01-15 22:30	MST	230	A
USGS	09506000	2020-01-15 22:45	MST	230	A
USGS	09506000	2020-01-15 23:00	MST	230	A
USGS	09506000	2020-01-15 23:15	MST	230	A
USGS	09506000	2020-01-15 23:30	MST	230	A
USGS	09506000	2020-01-15 23:45	MST	230	A
USGS	09506000	2020-01-16 00:00	MST	230	A
USGS	09506000	2020-01-16 00:15	MST	230	A
USGS	09506000	2020-01-16 00:30	MST	230	A
USGS	09506000	2020-01-16 00:45	MST	230	A
USGS	09506000	2020-01-16 01:00	MST	230	A
USGS	09506000	2020-01-16 01:15	MST	230	A
USGS	09506000	2020-01-16 01:30	MST	228	A
USGS	09506000	2020-01-16 01:45	MST	228	A
USGS	09506000	2020-01-16 02:00	MST	228	A
USGS	09506000	2020-01-16 02:15	MST	228	A
USGS	09506000	2020-01-16 02:30	MST	228	A
USGS	09506000	2020-01-16 02:45	MST	228	A
USGS	09506000	2020-01-16 03:00	MST	228	A
USGS	09506000	2020-01-16 03:15	MST	228	A
USGS	09506000	2020-01-16 03:30	MST	228	A
USGS	09506000	2020-01-16 03:45	MST	228	A
USGS	09506000	2020-01-16 04:00	MST	228	A
USGS	09506000	2020-01-16 04:15	MST	228	A
USGS	09506000	2020-01-16 04:30	MST	228	A
USGS	09506000	2020-01-16 04:45	MST	228	A
USGS	09506000	2020-01-16 05:00	MST	228	A
USGS	09506000	2020-01-16 05:15	MST	228	A
USGS	09506000	2020-01-16 05:30	MST	228	A
USGS	09506000	2020-01-16 05:45	MST	228	A
USGS	09506000	2020-01-16 06:00	MST	228	A
USGS	09506000	2020-01-16 06:15	MST	228	A
USGS	09506000	2020-01-16 06:30	MST	228	A
USGS	09506000	2020-01-16 06:45	MST	228	A
USGS	09506000	2020-01-16 07:00	MST	228	A
USGS	09506000	2020-01-16 07:15	MST	225	A
USGS	09506000	2020-01-16 07:30	MST	228	A
USGS	09506000	2020-01-16 07:45	MST	228	A
USGS	09506000	2020-01-16 08:00	MST	228	A
USGS	09506000	2020-01-16 08:15	MST	228	A
USGS	09506000	2020-01-16 08:30	MST	228	A
USGS	09506000	2020-01-16 08:45	MST	228	A
USGS	09506000	2020-01-16 09:00	MST	228	A
USGS	09506000	2020-01-16 09:15	MST	228	A
USGS	09506000	2020-01-16 09:30	MST	228	A
USGS	09506000	2020-01-16 09:45	MST	225	A
USGS	09506000	2020-01-16 10:00	MST	228	A
USGS	09506000	2020-01-16 10:15	MST	225	A
USGS	09506000	2020-01-16 10:30	MST	228	A
USGS	09506000	2020-01-16 10:45	MST	228	A
USGS	09506000	2020-01-16 11:00	MST	228	A
USGS	09506000	2020-01-16 11:15	MST	225	A
USGS	09506000	2020-01-16 11:30	MST	228	A
USGS	09506000	2020-01-16 11:45	MST	225	A
USGS	09506000	2020-01-16 12:00	MST	225	A
USGS	09506000	2020-01-16 12:15	MST	228	A
USGS	09506000	2020-01-16 12:30	MST	228	A
USGS	09506000	2020-01-16 12:45	MST	225	A
USGS	09506000	2020-01-16 13:00	MST	225	A
USGS	09506000	2020-01-16 13:15	MST	225	A
USGS	09506000	2020-01-16 13:30	MST	228	A
USGS	09506000	2020-01-16 13:45	MST	225	A
USGS	09506000	2020-01-16 14:00	MST	225	A
USGS	09506000	2020-01-16 14:15	MST	225	A
USGS	09506000	2020-01-16 14:30	MST	225	A
USGS	09506000	2020-01-16 14:45	MST	225	A
USGS	09506000	2020-01-16 15:00	MST	225	A
USGS	09506000	2020-01-16 15:15	MST	225	A
USGS	09506000	2020-01-16 15:30	MST	225	A
USGS	09506000	2020-01-16 15:45	MST	225	A
USGS	09506000	2020-01-16 16:00	MST	228	A
USGS	09506000	2020-01-16 16:15	MST	225	A
USGS	09506000	2020-01-16 16:30	MST	225	A
USGS	09506000	2020-01-16 16:45	MST	225	A
USGS	09506000	2020-01-16 17:00	MST	225	A
USGS	09506000	2020-01-16 17:15	MST	225	A
USGS	09506000	2020-01-16 17:30	MST	225	A
USGS	09506000	2020-01-16 17:45	MST	225	A
USGS	09506000	2020-01-16 18:00	MST	225	A
USGS	09506000	2020-01-16 18:15	MST	225	A
USGS	09506000	2020-01-16 18:30	MST	225	A
USGS	09506000	2020-01-16 18:45	MST	225	A
USGS	09506000	2020-01-16 19:00	MST	225	A
USGS	09506000	2020-01-16 19:15	MST	225	A
USGS	09506000	2020-01-16 19:30	MST	225	A
USGS	09506000	2020-01-16 19:45	MST	225	A
USGS	09506000	2020-01-16 20:00	MST	225	A
USGS	09506000	2020-01-16 20:15	MST	225	A
USGS	09506000	2020-01-16 20:30	MST	225	A
USGS	09506000	2020-01-16 20:45	MST	225	A
USGS	09506000	2020-01-16 21:00	MST	225	A
USGS	09506000	2020-01-16 21:15	MST	225	A
USGS	09506000	2020-01-16 21:30	MST	225	A
USGS	09506000	2020-01-16 21:45	MST	225	A
USGS	09506000	2020-01-16 22:00	MST	225	A
USGS	09506000	2020-01-16 22:15	MST	225	A
USGS	09506000	2020-01-16 22:30	MST	223	A
USGS	09506000	2020-01-16 22:45	MST	225	A
USGS	09506000	2020-01-16 23:00	MST	225	A
USGS	09506000	2020-01-16 23:15	MST	225	A
USGS	09506000	2020-01-16 23:30	MST	225	A
USGS	09506000	2020-01-16 23:45	MST	223	A
USGS	09506000	2020-01-17 00:00	MST	225	A
USGS	09506000	2020-01-17 00:15	MST	225	A
USGS	09506000	2020-01-17 00:30	MST	225	A
USGS	09506000	2020-01-17 00:45	MST	225	A
USGS	09506000	2020-01-17 01:00	MST	225	A
USGS	09506000	2020-01-17 01:15	MST	225	A
USGS	09506000	2020-01-17 01:30	MST	225	A
USGS	09506000	2020-01-17 01:45	MST	225	A
USGS	09506000	2020-01-17 02:00	MST	225	A
USGS	09506000	2020-01-17 02:15	MST	225	A
USGS	09506000	2020-01-17 02:30	MST	225	A
USGS	09506000	2020-01-17 02:45	MST	225	A
USGS	09506000	2020-01-17 03:00	MST	225	A
USGS	09506000	2020-01-17 03:15	MST	225	A
USGS	09506000	2020-01-17 03:30	MST	225	A
USGS	09506000	2020-01-17 03:45	MST	225	A
USGS	09506000	2020-01-17 04:00	MST	225	A
USGS	09506000	2020-01-17 04:15	MST	225	A
USGS	09506000	2020-01-17 04:30	MST	225	A
USGS	09506000	2020-01-17 04:45	MST	225	A
USGS	09506000	2020-01-17 05:00	MST	225	A
USGS	09506000	2020-01-17 05:15	MST	225	A
USGS	09506000	2020-01-17 05:30	MST	225	A
USGS	09506000	2020-01-17 05:45	MST	225	A
USGS	09506000	2020-01-17 06:00	MST	225	A
USGS	09506000	2020-01-17 06:15	MST	225	A
USGS	09506000	2020-01-17 06:30	MST	225	A
USGS	09506000	2020-01-17 06:45	MST	225	A
USGS	09506000	2020-01-17 07:00	MST	225	A
USGS	09506000	2020-01-17 07:15	MST	225	A
USGS	09506000	2020-01-17 07:30	MST	223	A
USGS	09506000	2020-01-17 07:45	MST	225	A
USGS	09506000	2020-01-17 08:00	MST	225	A
USGS	09506000	2020-01-17 08:15	MST	225	A
USGS	09506000	2020-01-17 08:30	MST	223	A
USGS	09506000	2020-01-17 08:45	MST	225	A
USGS	09506000	2020-01-17 09:00	MST	225	A
USGS	09506000	2020-01-17 09:15	MST	223	A
USGS	09506000	2020-01-17 09:30	MST	225	A
USGS	09506000	2020-01-17 09:45	MST	223	A
USGS	09506000	2020-01-17 10:00	MST	225	A
USGS	09506000	2020-01-17 10:15	MST	225	A
USGS	09506000	2020-01-17 10:30	MST	225	A
USGS	09506000	2020-01-17 10:45	MST	225	A
USGS	09506000	2020-01-17 11:00	MST	225	A
USGS	09506000	2020-01-17 11:15	MST	225	A
USGS	09506000	2020-01-17 11:30	MST	225	A
USGS	09506000	2020-01-17 11:45	MST	223	A
USGS	09506000	2020-01-17 12:00	MST	225	A
USGS	09506000	2020-01-17 12:15	MST	225	A
USGS	09506000	2020-01-17 12:30	MST	223	A
USGS	09506000	2020-01-17 12:45	MST	225	A
USGS	09506000	2020-01-17 13:00	MST	225	A
USGS	09506000	2020-01-17 13:15	MST	225	A
USGS	09506000	2020-01-17 13:30	MST	223	A
USGS	09506000	2020-01-17 13:45	MST	223	A
USGS	09506000	2020-01-17 14:00	MST	223	A
USGS	09506000	2020-01-17 14:15	MST	223	A
USGS	09506000	2020-01-17 14:30	MST	223	A
USGS	09506000	2020-01-17 14:45	MST	223	A
USGS	09506000	2020-01-17 15:00	MST	223	A
USGS	09506000	2020-01-17 15:15	MST	223	A
USGS	09506000	2020-01-17 15:30	MST	223	A
USGS	09506000	2020-01-17 15:45	MST	223	A
USGS	09506000	2020-01-17 16:00	MST	223	A
USGS	09506000	2020-01-17 16:15	MST	223	A
USGS	09506000	2020-01-17 16:30	MST	223	A
USGS	09506000	2020-01-17 16:45	MST	223	A
USGS	09506000	2020-01-17 17:00	MST	223	A
USGS	09506000	2020-01-17 17:15	MST	223	A
USGS	09506000	2020-01-17 17:30	MST	223	A
USGS	09506000	2020-01-17 17:45	MST	223	A
USGS	09506000	2020-01-17 18:00	MST	223	A
USGS	09506000	2020-01-17 18:15	MST	223	A
USGS	09506000	2020-01-17 18:30	MST	223	A
USGS	09506000	2020-01-17 18:45	MST	223	A
USGS	09506000	2020-01-17 19:00	MST	223	A
USGS	09506000	2020-01-17 19:15	MST	223	A
USGS	09506000	2020-01-17 19:30	MST	223	A
USGS	09506000	2020-01-17 19:45	MST	222	A
USGS	09506000	2020-01-17 20:00	MST	223	A
USGS	09506000	2020-01-17 20:15	MST	222	A
USGS	09506000	2020-01-17 20:30	MST	223	A
USGS	09506000	2020-01-17 20:45	MST	222	A
USGS	09506000	2020-01-17 21:00	MST	223	A
USGS	09506000	2020-01-17 21:15	MST	222	A
USGS	09506000	2020-01-17 21:30	MST	222	A
USGS	09506000	2020-01-17 21:45	MST	222	A
USGS	09506000	2020-01-17 22:00	MST	222	A
USGS	09506000	2020-01-17 22:15	MST	223	A
USGS	09506000	2020-01-17 22:30	MST	222	A
USGS	09506000	2020-01-17 22:45	MST	222	A
USGS	09506000	2020-01-17 23:00	MST	222	A
USGS	09506000	2020-01-17 23:15	MST	222	A
USGS	09506000	2020-01-17 23:30	MST	222	A
USGS	09506000	2020-01-17 23:45	MST	222	A
USGS	09506000	2020-01-18 00:00	MST	222	A
USGS	09506000	2020-01-18 00:15	MST	222	A
USGS	09506000	2020-01-18 00:30	MST	222	A
USGS	09506000	2020-01-18 00:45	MST	222	A
USGS	09506000	2020-01-18 01:00	MST	222	A
USGS	09506000	2020-01-18 01:15	MST	222	A
USGS	09506000	2020-01-18 01:30	MST	222	A
USGS	09506000	2020-01-18 01:45	MST	222	A
USGS	09506000	2020-01-18 02:00	MST	222	A
USGS	09506000	2020-01-18 02:15	MST	222	A
USGS	09506000	2020-01-18 02:30	MST	222	A
USGS	09506000	2020-01-18 02:45	MST	222	A
USGS	09506000	2020-01-18 03:00	MST	222	A
USGS	09506000	2020-01-18 03:15	MST	222	A
USGS	09506000	2020-01-18 03:30	MST	222	A
USGS	09506000	2020-01-18 03:45	MST	222	A
USGS	09506000	2020-01-18 04:00	MST	222	A
USGS	09506000	2020-01-18 04:15	MST	222	A
USGS	09506000	2020-01-18 04:30	MST	222	A
USGS	09506000	2020-01-18 04:45	MST	222	A
USGS	09506000	2020-01-18 05:00	MST	222	A
USGS	09506000	2020-01-18 05:15	MST	222	A
USGS	09506000	2020-01-18 05:30	MST	222	A
USGS	09506000	2020-01-18 05:45	MST	222	A
USGS	09506000	2020-01-18 06:00	MST	222	A
USGS	09506000	2020-01-18 06:15	MST	222	A
USGS	09506000	2020-01-18 06:30	MST	222	A
USGS	09506000	2020-01-18 06:45	MST	222	A
USGS	09506000	2020-01-18 07:00	MST	222	A
USGS	09506000	2020-01-18 07:15	MST	222	A
USGS	09506000	2020-01-18 07:30	MST	222	A
USGS	09506000	2020-01-18 07:45	MST	222	A
USGS	09506000	2020-01-18 08:00	MST	222	A
USGS	09506000	2020-01-18 08:15	MST	222	A
USGS	09506000	2020-01-18 08:30	MST	222	A
USGS	09506000	2020-01-18 08:45	MST	222	A
USGS	09506000	2020-01-18 09:00	MST	222	A
USGS	09506000	2020-01-18 09:15	MST	222	A
USGS	09506000	2020-01-18 09:30	MST	222	A
USGS	09506000	2020-01-18 09:45	MST	222	A
USGS	09506000	2020-01-18 10:00	MST	222	A
USGS	09506000	2020-01-18 10:15	MST	222	A
USGS	09506000	2020-01-18 10:30	MST	222	A
USGS	09506000	2020-01-18 10:45	MST	222	A
USGS	09506000	2020-01-18 11:00	MST	222	A
USGS	09506000	2020-01-18 11:15	MST	222	A
USGS	09506000	2020-01-18 11:30	MST	222	A
USGS	09506000	2020-01-18 11:45	MST	222	A
USGS	09506000	2020-01-18 12:00	MST	222	A
USGS	09506000	2020-01-18 12:15	MST	222	A
USGS	09506000	2020-01-18 12:30	MST	222	A
USGS	09506000	2020-01-18 12:45	MST	222	A
USGS	09506000	2020-01-18 13:00	MST	222	A
USGS	09506000	2020-01-18 13:15	MST	222	A
USGS	09506000	2020-01-18 13:30	MST	222	A
USGS	09506000	2020-01-18 13:45	MST	222	A
USGS	09506000	2020-01-18 14:00	MST	222	A
USGS	09506000	2020-01-18 14:15	MST	222	A
USGS	09506000	2020-01-18 14:30	MST	222	A
USGS	09506000	2020-01-18 14:45	MST	222	A
USGS	09506000	2020-01-18 15:00	MST	222	A
USGS	09506000	2020-01-18 15:15	MST	222	A
USGS	09506000	2020-01-18 15:30	MST	222	A
USGS	09506000	2020-01-18 15:45	MST	222	A
USGS	09506000	2020-01-18 16:00	MST	222	A
USGS	09506000	2020-01-18 16:15	MST	222	A
USGS	09506000	2020-01-18 16:30	MST	222	A
USGS	09506000	2020-01-18 16:45	MST	222	A
USGS	09506000	2020-01-18 17:00	MST	222	A
USGS	09506000	2020-01-18 17:15	MST	222	A
USGS	09506000	2020-01-18 17:30	MST	222	A
USGS	09506000	2020-01-18 17:45	MST	222	A
USGS	09506000	2020-01-18 18:00	MST	222	A
USGS	09506000	2020-01-18 18:15	MST	222	A
USGS	09506000	2020-01-18 18:30	MST	222	A
USGS	09506000	2020-01-18 18:45	MST	222	A
USGS	09506000	2020-01-18 19:00	MST	222	A
USGS	09506000	2020-01-18 19:15	MST	222	A
USGS	09506000	2020-01-18 19:30	MST	222	A
USGS	09506000	2020-01-18 19:45	MST	222	A
USGS	09506000	2020-01-18 20:00	MST	222	A
USGS	09506000	2020-01-18 20:15	MST	222	A
USGS	09506000	2020-01-18 20:30	MST	222	A
USGS	09506000	2020-01-18 20:45	MST	222	A
USGS	09506000	2020-01-18 21:00	MST	222	A
USGS	09506000	2020-01-18 21:15	MST	222	A
USGS	09506000	2020-01-18 21:30	MST	222	A
USGS	09506000	2020-01-18 21:45	MST	222	A
USGS	09506000	2020-01-18 22:00	MST	222	A
USGS	09506000	2020-01-18 22:15	MST	222	A
USGS	09506000	2020-01-18 22:30	MST	222	A
USGS	09506000	2020-01-18 22:45	MST	222	A
USGS	09506000	2020-01-18 23:00	MST	222	A
USGS	09506000	2020-01-18 23:15	MST	222	A
USGS	09506000	2020-01-18 23:30	MST	222	A
USGS	09506000	2020-01-18 23:45	MST	222	A
USGS	09506000	2020-01-19 00:00	MST	222	A
USGS	09506000	2020-01-19 00:15	MST	222	A
USGS	09506000	2020-01-19 00:30	MST	222	A
USGS	09506000	2020-01-19 00:45	MST	222	A
USGS	09506000	2020-01-19 01:00	MST	222	A
USGS	09506000	2020-01-19 01:15	MST	222	A
USGS	09506000	2020-01-19 01:30	MST	222	A
USGS	09506000	2020-01-19 01:45	MST	222	A
USGS	09506000	2020-01-19 02:00	MST	222	A
USGS	09506000	2020-01-19 02:15	MST	222	A
USGS	09506000	2020-01-19 02:30	MST	222	A
USGS	09506000	2020-01-19 02:45	MST	222	A
USGS	09506000	2020-01-19 03:00	MST	222	A
USGS	09506000	2020-01-19 03:15	MST	222	A
USGS	09506000	2020-01-19 03:30	MST	222	A
USGS	09506000	2020-01-19 03:45	MST	222	A
USGS	09506000	2020-01-19 04:00	MST	222	A
USGS	09506000	2020-01-19 04:15	MST	222	A
USGS	09506000	2020-01-19 04:30	MST	222	A
USGS	09506000	2020-01-19 04:45	MST	222	A
USGS	09506000	2020-01-19 05:00	MST	222	A
USGS	09506000	2020-01-19 05:15	MST	222	A
USGS	09506000	2020-01-19 05:30	MST	222	A
USGS	09506000	2020-01-19 05:45	MST	222	A
USGS	09506000	2020-01-19 06:00	MST	222	A
USGS	09506000	2020-01-19 06:15	MST	222	A
USGS	09506000	2020-01-19 06:30	MST	222	A
USGS	09506000	2020-01-19 06:45	MST	222	A
USGS	09506000	2020-01-19 07:00	MST	222	A
USGS	09506000	2020-01-19 07:15	MST	222	A
USGS	09506000	2020-01-19 07:30	MST	222	A
USGS	09506000	2020-01-19 07:45	MST	222	A
USGS	09506000	2020-01-19 08:00	MST	222	A
USGS	09506000	2020-01-19 08:15	MST	222	A
USGS	09506000	2020-01-19 08:30	MST	222	A
USGS	09506000	2020-01-19 08:45	MST	222	A
USGS	09506000	2020-01-19 09:00	MST	222	A
USGS	09506000	2020-01-19 09:15	MST	222	A
USGS	09506000	2020-01-19 09:30	MST	222	A
USGS	09506000	2020-01-19 09:45	MST	222	A
USGS	09506000	2020-01-19 10:00	MST	222	A
USGS	09506000	2020-01-19 10:15	MST	222	A
USGS	09506000	2020-01-19 10:30	MST	223	A
USGS	09506000	2020-01-19 10:45	MST	223	A
USGS	09506000	2020-01-19 11:00	MST	223	A
USGS	09506000	2020-01-19 11:15	MST	223	A
USGS	09506000	2020-01-19 11:30	MST	225	A
USGS	09506000	2020-01-19 11:45	MST	225	A
USGS	09506000	2020-01-19 12:00	MST	225	A
